"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","3395"
"Electricity Fuel","0"
"KeroseneFuel","26"
"LP Gas","9"
"Not Sated about Fuel","41"
"OthersFuel","5"
"Wood/FireWood","178"
"Total","3661"
