"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","3"
"Christianity","0"
"Hindu","19910"
"Islam","1072"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","14"
"Total","20999"
