"Population by Five Years Age Group","Number"
"0-4",""
"Female","1913"
"Male","2030"
"10-14",""
"Female","3059"
"Male","3068"
"15-19",""
"Female","2761"
"Male","2436"
"20-24",""
"Female","2100"
"Male","1284"
"25-29",""
"Female","1851"
"Male","1075"
"30-34",""
"Female","1402"
"Male","891"
"35-39",""
"Female","1321"
"Male","993"
"40-44",""
"Female","1220"
"Male","991"
"45-49",""
"Female","969"
"Male","871"
"50-54",""
"Female","882"
"Male","830"
"55-59",""
"Female","704"
"Male","692"
"5-9",""
"Female","2674"
"Male","2726"
"60-64",""
"Female","650"
"Male","607"
"65-69",""
"Female","481"
"Male","453"
"70-74",""
"Female","340"
"Male","291"
"75+",""
"Female","457"
"Male","428"
