"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","24"
"Cow Dung","5"
"Electricity","0"
"Kerosene","18"
"LP Gas","21"
"Not stated","12"
"Others","3"
"Wood/Firewood","6582"
"Total","6665"
