"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","90"
"Male","75"
"Bangali",""
"Female","23"
"Male","16"
"Brahman - Hill",""
"Female","2005"
"Male","1542"
"Chamar/ Harijan/ Ram",""
"Female","11"
"Male","10"
"Chhetri",""
"Female","9888"
"Male","7216"
"Dalit Others",""
"Female","964"
"Male","603"
"Damai/Dholi",""
"Female","947"
"Male","706"
"Gurung",""
"Female","11"
"Male","11"
"Kami",""
"Female","2711"
"Male","1934"
"Lohar",""
"Female","370"
"Male","301"
"Magar",""
"Female","4"
"Male","15"
"Musalman",""
"Female","31"
"Male","18"
"Newar",""
"Female","60"
"Male","32"
"Others",""
"Female","42"
"Male","25"
"Sanyasi/Dasnami",""
"Female","140"
"Male","117"
"Sarki",""
"Female","284"
"Male","224"
"Terai Others",""
"Female","86"
"Male","40"
"Thakuri",""
"Female","714"
"Male","535"
