"Population by Mother tongue","Number"
"Bantawa",""
"Female","5"
"Male","8"
"","13"
"Chamling",""
"Female","10"
"Male","15"
"","25"
"Dumi",""
"Female","7"
"Male","9"
"","16"
"Khaling",""
"Female","20"
"Male","20"
"","40"
"Kulung",""
"Female","3959"
"Male","3743"
"","7702"
"Limbu",""
"Female","11"
"Male","7"
"","18"
"Maithili",""
"Female","67"
"Male","81"
"","148"
"Mewahang",""
"Female","959"
"Male","935"
"","1894"
"Nachhiring",""
"Female","100"
"Male","87"
"","187"
"Nepali",""
"Female","388"
"Male","351"
"","739"
"Not Reported",""
"Female","5"
"Male","6"
"","11"
"Others",""
"Female","14"
"Male","13"
"","27"
"Rai",""
"Female","174"
"Male","149"
"","323"
"Sampang",""
"Female","14"
"Male","21"
"","35"
"Sherpa",""
"Female","96"
"Male","81"
"","177"
"Sindhi",""
"Female","79"
"Male","69"
"","148"
"Tamang",""
"Female","113"
"Male","110"
"","223"
"Thulung",""
"Female","39"
"Male","41"
"","80"
