"Population by Caste Ethinicity","Number"
"Bantaba",""
"Female","7"
"Male","11"
"","18"
"Brahman - Hill",""
"Female","4"
"Male","7"
"","11"
"Chamling",""
"Female","11"
"Male","16"
"","27"
"Chhetri",""
"Female","113"
"Male","113"
"","226"
"Damai/Dholi",""
"Female","19"
"Male","21"
"","40"
"Kami",""
"Female","159"
"Male","130"
"","289"
"Kayastha",""
"Female","60"
"Male","73"
"","133"
"Khaling",""
"Female","29"
"Male","28"
"","57"
"Kulung",""
"Female","4031"
"Male","3800"
"","7831"
"Limbu",""
"Female","14"
"Male","10"
"","24"
"Mewahang Bala",""
"Female","845"
"Male","775"
"","1620"
"Nachhiring",""
"Female","83"
"Male","73"
"","156"
"Newar",""
"Female","4"
"Male","8"
"","12"
"Others",""
"Female","23"
"Male","23"
"","46"
"Rai",""
"Female","387"
"Male","396"
"","783"
"Samgpang",""
"Female","14"
"Male","21"
"","35"
"Sanyasi/Dasnami",""
"Female","8"
"Male","5"
"","13"
"Sherpa",""
"Female","96"
"Male","81"
"","177"
"Tamang",""
"Female","114"
"Male","112"
"","226"
"Thulung",""
"Female","39"
"Male","43"
"","82"
