"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","1"
"LP Gas","1"
"Not Sated about Fuel","27"
"OthersFuel","0"
"Wood/FireWood","1971"
"Total","2000"
