"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","57"
"Christianity","2"
"Hindu","11505"
"Islam","0"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","5"
"Total","11569"
