"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","11095"
"Male","11672"
"","22767"
"Doteli",""
"Female","12"
"Male","11"
"","23"
"Ghale",""
"Female","19"
"Male","23"
"","42"
"Gurung",""
"Female","35"
"Male","31"
"","66"
"Limbu",""
"Female","14"
"Male","12"
"","26"
"Magar",""
"Female","4"
"Male","7"
"","11"
"Maithili",""
"Female","944"
"Male","997"
"","1941"
"Nepali",""
"Female","2051"
"Male","1899"
"","3950"
"Newar",""
"Female","80"
"Male","79"
"","159"
"Not Reported",""
"Female","35"
"Male","44"
"","79"
"Others",""
"Female","15"
"Male","9"
"","24"
"Sanskrit",""
"Female","36"
"Male","25"
"","61"
"Tamang",""
"Female","814"
"Male","791"
"","1605"
"Tharu",""
"Female","2613"
"Male","2617"
"","5230"
"Uranw/Urau",""
"Female","255"
"Male","244"
"","499"
"Urdu",""
"Female","999"
"Male","1058"
"","2057"
"Yakkha",""
"Female","26"
"Male","41"
"","67"
