"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","127"
"Cow Dung","54"
"Electricity Fuel","0"
"KeroseneFuel","78"
"LP Gas","42"
"Not Sated about Fuel","45"
"OthersFuel","2"
"Wood/FireWood","6064"
"Total","6412"
