"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","1958"
"Christianity","83"
"Hindu","32928"
"Islam","3502"
"Jainism","0"
"Kirat","103"
"Prakriti","1"
"Sikhism","0"
"Undefined","32"
"Total","38607"
