"Number of households by type of outer wall","Number"
"BambooWall","5356"
"Cement Bonded Bricks/Stone Wall","12056"
"Mud Bonded Bricks/Stone Wall","411"
"Not stated","108"
"Others","233"
"Unbaked Bricks","35"
"Wood/Planks","919"
"Total","19118"
