"Population by Five Years Age Group","Number"
"0-4",""
"Female","3296"
"Male","3483"
"10-14",""
"Female","4766"
"Male","5052"
"15-19",""
"Female","4639"
"Male","4514"
"20-24",""
"Female","4471"
"Male","3437"
"25-29",""
"Female","4282"
"Male","3005"
"30-34",""
"Female","3728"
"Male","3002"
"35-39",""
"Female","3238"
"Male","3012"
"40-44",""
"Female","2386"
"Male","2565"
"45-49",""
"Female","1816"
"Male","1984"
"50-54",""
"Female","1617"
"Male","1679"
"55-59",""
"Female","1163"
"Male","1217"
"5-9",""
"Female","3967"
"Male","4353"
"60-64",""
"Female","1007"
"Male","1104"
"65-69",""
"Female","729"
"Male","714"
"70-74",""
"Female","467"
"Male","509"
"75+",""
"Female","708"
"Male","682"
