"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1253"
"Male","1116"
"","2369"
"Brahman - Tarai",""
"Female","70"
"Male","59"
"","129"
"Brahmu/ Baramo",""
"Female","12"
"Male","13"
"","25"
"Chhetri",""
"Female","1196"
"Male","1116"
"","2312"
"Dalit Others",""
"Female","63"
"Male","53"
"","116"
"Damai/Dholi",""
"Female","80"
"Male","69"
"","149"
"Danuwar",""
"Female","253"
"Male","195"
"","448"
"Ghale",""
"Female","232"
"Male","209"
"","441"
"Gharti/Bhujel",""
"Female","6"
"Male","8"
"","14"
"Gurung",""
"Female","65"
"Male","62"
"","127"
"Kalwar",""
"Female","13"
"Male","29"
"","42"
"Kami",""
"Female","626"
"Male","581"
"","1207"
"Kathabaniyan",""
"Female","17"
"Male","18"
"","35"
"Limbu",""
"Female","5"
"Male","8"
"","13"
"Magar",""
"Female","287"
"Male","281"
"","568"
"Majhi",""
"Female","716"
"Male","610"
"","1326"
"Newar",""
"Female","71"
"Male","80"
"","151"
"Others",""
"Female","39"
"Male","76"
"","115"
"Pahari",""
"Female","34"
"Male","21"
"","55"
"Rai",""
"Female","461"
"Male","363"
"","824"
"Sonar",""
"Female","5"
"Male","7"
"","12"
"Sunuwar",""
"Female","30"
"Male","31"
"","61"
"Tamang",""
"Female","14942"
"Male","14097"
"","29039"
"Terai Others",""
"Female","8"
"Male","9"
"","17"
"Yadav",""
"Female","7"
"Male","18"
"","25"
