"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","33"
"Male","82"
"","115"
"Gurung",""
"Female","7"
"Male","7"
"","14"
"Magar",""
"Female","95"
"Male","84"
"","179"
"Maithili",""
"Female","19"
"Male","45"
"","64"
"Nepali",""
"Female","5320"
"Male","4735"
"","10055"
"Newar",""
"Female","19"
"Male","24"
"","43"
"Not Reported",""
"Female","7"
"Male","12"
"","19"
"Others",""
"Female","16"
"Male","26"
"","42"
"Pahari",""
"Female","8"
"Male","5"
"","13"
"Rai",""
"Female","58"
"Male","46"
"","104"
"Tamang",""
"Female","14909"
"Male","14063"
"","28972"
