"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","248"
"Cow Dung","3"
"Electricity","0"
"Kerosene","57"
"LP Gas","3108"
"Not stated","19"
"Others","24"
"Wood/Firewood","8423"
"Total","11882"
