"Population by Single Year of Age","Number"
"0",""
"Female","316"
"Male","364"
"1",""
"Female","304"
"Male","339"
"10",""
"Female","591"
"Male","548"
"11",""
"Female","490"
"Male","541"
"12",""
"Female","597"
"Male","645"
"13",""
"Female","558"
"Male","551"
"14",""
"Female","572"
"Male","612"
"15",""
"Female","561"
"Male","551"
"16",""
"Female","538"
"Male","531"
"17",""
"Female","540"
"Male","457"
"18",""
"Female","567"
"Male","512"
"19",""
"Female","433"
"Male","341"
"2",""
"Female","319"
"Male","361"
"20",""
"Female","475"
"Male","313"
"21",""
"Female","455"
"Male","268"
"22",""
"Female","531"
"Male","263"
"23",""
"Female","432"
"Male","199"
"24",""
"Female","417"
"Male","242"
"25",""
"Female","533"
"Male","252"
"26",""
"Female","393"
"Male","208"
"27",""
"Female","387"
"Male","231"
"28",""
"Female","464"
"Male","294"
"29",""
"Female","290"
"Male","186"
"3",""
"Female","334"
"Male","342"
"30",""
"Female","603"
"Male","278"
"31",""
"Female","242"
"Male","162"
"32",""
"Female","375"
"Male","199"
"33",""
"Female","256"
"Male","154"
"34",""
"Female","286"
"Male","167"
"35",""
"Female","545"
"Male","289"
"36",""
"Female","284"
"Male","172"
"37",""
"Female","250"
"Male","124"
"38",""
"Female","344"
"Male","213"
"39",""
"Female","230"
"Male","133"
"4",""
"Female","390"
"Male","418"
"40",""
"Female","620"
"Male","325"
"41",""
"Female","186"
"Male","132"
"42",""
"Female","296"
"Male","206"
"43",""
"Female","215"
"Male","178"
"44",""
"Female","204"
"Male","149"
"45",""
"Female","398"
"Male","263"
"46",""
"Female","195"
"Male","148"
"47",""
"Female","221"
"Male","125"
"48",""
"Female","259"
"Male","213"
"49",""
"Female","208"
"Male","121"
"5",""
"Female","430"
"Male","443"
"50",""
"Female","506"
"Male","298"
"51",""
"Female","183"
"Male","168"
"52",""
"Female","245"
"Male","205"
"53",""
"Female","172"
"Male","178"
"54",""
"Female","176"
"Male","159"
"55",""
"Female","311"
"Male","235"
"56",""
"Female","205"
"Male","187"
"57",""
"Female","209"
"Male","156"
"58",""
"Female","182"
"Male","176"
"59",""
"Female","147"
"Male","126"
"6",""
"Female","404"
"Male","438"
"60",""
"Female","389"
"Male","218"
"61",""
"Female","138"
"Male","151"
"62",""
"Female","211"
"Male","143"
"63",""
"Female","139"
"Male","108"
"64",""
"Female","139"
"Male","126"
"65",""
"Female","234"
"Male","201"
"66",""
"Female","94"
"Male","97"
"67",""
"Female","146"
"Male","147"
"68",""
"Female","169"
"Male","164"
"69",""
"Female","80"
"Male","84"
"7",""
"Female","490"
"Male","492"
"70",""
"Female","214"
"Male","181"
"71",""
"Female","61"
"Male","87"
"72",""
"Female","120"
"Male","118"
"73",""
"Female","77"
"Male","93"
"74",""
"Female","53"
"Male","62"
"75",""
"Female","114"
"Male","113"
"76",""
"Female","48"
"Male","76"
"77",""
"Female","56"
"Male","59"
"78",""
"Female","90"
"Male","67"
"79",""
"Female","49"
"Male","35"
"8",""
"Female","433"
"Male","506"
"80",""
"Female","101"
"Male","75"
"81",""
"Female","28"
"Male","38"
"82",""
"Female","48"
"Male","38"
"83",""
"Female","31"
"Male","49"
"84",""
"Female","41"
"Male","28"
"85",""
"Female","163"
"Male","122"
"9",""
"Female","469"
"Male","444"
