"Population by Single Year of Age","Number"
"0",""
"Female","1654"
"Male","1675"
"1",""
"Female","1572"
"Male","1551"
"10",""
"Female","2598"
"Male","2738"
"11",""
"Female","2455"
"Male","2317"
"12",""
"Female","2790"
"Male","2856"
"13",""
"Female","2679"
"Male","2613"
"14",""
"Female","2682"
"Male","2653"
"15",""
"Female","2597"
"Male","2506"
"16",""
"Female","2669"
"Male","2419"
"17",""
"Female","2709"
"Male","2450"
"18",""
"Female","2780"
"Male","2516"
"19",""
"Female","1884"
"Male","1478"
"2",""
"Female","1600"
"Male","1611"
"20",""
"Female","2293"
"Male","1560"
"21",""
"Female","1845"
"Male","1247"
"22",""
"Female","2290"
"Male","1430"
"23",""
"Female","1807"
"Male","1147"
"24",""
"Female","1645"
"Male","1124"
"25",""
"Female","1977"
"Male","1271"
"26",""
"Female","1646"
"Male","1176"
"27",""
"Female","1565"
"Male","1107"
"28",""
"Female","1530"
"Male","1145"
"29",""
"Female","1031"
"Male","781"
"3",""
"Female","1741"
"Male","1813"
"30",""
"Female","1892"
"Male","1172"
"31",""
"Female","933"
"Male","735"
"32",""
"Female","1245"
"Male","858"
"33",""
"Female","1010"
"Male","730"
"34",""
"Female","1001"
"Male","769"
"35",""
"Female","1561"
"Male","1037"
"36",""
"Female","1081"
"Male","818"
"37",""
"Female","984"
"Male","719"
"38",""
"Female","1102"
"Male","830"
"39",""
"Female","890"
"Male","683"
"4",""
"Female","1987"
"Male","2050"
"40",""
"Female","1723"
"Male","1244"
"41",""
"Female","862"
"Male","718"
"42",""
"Female","1138"
"Male","947"
"43",""
"Female","1015"
"Male","824"
"44",""
"Female","844"
"Male","672"
"45",""
"Female","1220"
"Male","1079"
"46",""
"Female","1021"
"Male","886"
"47",""
"Female","773"
"Male","710"
"48",""
"Female","1030"
"Male","962"
"49",""
"Female","878"
"Male","766"
"5",""
"Female","2254"
"Male","2208"
"50",""
"Female","1292"
"Male","1188"
"51",""
"Female","787"
"Male","796"
"52",""
"Female","884"
"Male","957"
"53",""
"Female","688"
"Male","686"
"54",""
"Female","672"
"Male","675"
"55",""
"Female","803"
"Male","791"
"56",""
"Female","678"
"Male","744"
"57",""
"Female","562"
"Male","592"
"58",""
"Female","600"
"Male","627"
"59",""
"Female","569"
"Male","529"
"6",""
"Female","2137"
"Male","2199"
"60",""
"Female","836"
"Male","803"
"61",""
"Female","474"
"Male","524"
"62",""
"Female","563"
"Male","527"
"63",""
"Female","465"
"Male","458"
"64",""
"Female","481"
"Male","436"
"65",""
"Female","566"
"Male","540"
"66",""
"Female","326"
"Male","301"
"67",""
"Female","411"
"Male","400"
"68",""
"Female","442"
"Male","506"
"69",""
"Female","278"
"Male","360"
"7",""
"Female","2456"
"Male","2480"
"70",""
"Female","532"
"Male","460"
"71",""
"Female","222"
"Male","291"
"72",""
"Female","303"
"Male","334"
"73",""
"Female","247"
"Male","284"
"74",""
"Female","206"
"Male","237"
"75",""
"Female","289"
"Male","350"
"76",""
"Female","187"
"Male","206"
"77",""
"Female","183"
"Male","220"
"78",""
"Female","262"
"Male","247"
"79",""
"Female","114"
"Male","127"
"8",""
"Female","2423"
"Male","2425"
"80",""
"Female","167"
"Male","206"
"81",""
"Female","110"
"Male","121"
"82",""
"Female","98"
"Male","115"
"83",""
"Female","87"
"Male","104"
"84",""
"Female","114"
"Male","102"
"85",""
"Female","357"
"Male","339"
"9",""
"Female","2277"
"Male","2298"
