"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","14"
"Cow Dung","4"
"Electricity","11"
"Kerosene","286"
"LP Gas","15672"
"Not stated","125"
"Others","18"
"Wood/Firewood","4028"
"Total","20158"
