"Population by Single Year of Age","Number"
"0",""
"Female","613"
"Male","666"
"1",""
"Female","534"
"Male","578"
"10",""
"Female","884"
"Male","943"
"11",""
"Female","712"
"Male","736"
"12",""
"Female","840"
"Male","926"
"13",""
"Female","837"
"Male","909"
"14",""
"Female","823"
"Male","960"
"15",""
"Female","855"
"Male","924"
"16",""
"Female","922"
"Male","961"
"17",""
"Female","860"
"Male","972"
"18",""
"Female","1128"
"Male","1287"
"19",""
"Female","921"
"Male","994"
"2",""
"Female","593"
"Male","674"
"20",""
"Female","1273"
"Male","1282"
"21",""
"Female","996"
"Male","987"
"22",""
"Female","1362"
"Male","1259"
"23",""
"Female","1123"
"Male","922"
"24",""
"Female","1078"
"Male","1037"
"25",""
"Female","1381"
"Male","1151"
"26",""
"Female","945"
"Male","971"
"27",""
"Female","874"
"Male","828"
"28",""
"Female","1129"
"Male","1046"
"29",""
"Female","520"
"Male","570"
"3",""
"Female","529"
"Male","618"
"30",""
"Female","1309"
"Male","1264"
"31",""
"Female","432"
"Male","486"
"32",""
"Female","826"
"Male","813"
"33",""
"Female","475"
"Male","533"
"34",""
"Female","529"
"Male","538"
"35",""
"Female","1111"
"Male","1076"
"36",""
"Female","502"
"Male","557"
"37",""
"Female","391"
"Male","429"
"38",""
"Female","591"
"Male","574"
"39",""
"Female","312"
"Male","322"
"4",""
"Female","598"
"Male","695"
"40",""
"Female","1003"
"Male","1027"
"41",""
"Female","240"
"Male","319"
"42",""
"Female","426"
"Male","524"
"43",""
"Female","261"
"Male","326"
"44",""
"Female","202"
"Male","276"
"45",""
"Female","598"
"Male","694"
"46",""
"Female","253"
"Male","324"
"47",""
"Female","171"
"Male","231"
"48",""
"Female","283"
"Male","318"
"49",""
"Female","186"
"Male","181"
"5",""
"Female","682"
"Male","786"
"50",""
"Female","623"
"Male","584"
"51",""
"Female","125"
"Male","175"
"52",""
"Female","233"
"Male","293"
"53",""
"Female","127"
"Male","174"
"54",""
"Female","133"
"Male","147"
"55",""
"Female","322"
"Male","313"
"56",""
"Female","154"
"Male","158"
"57",""
"Female","113"
"Male","142"
"58",""
"Female","136"
"Male","176"
"59",""
"Female","88"
"Male","102"
"6",""
"Female","651"
"Male","685"
"60",""
"Female","372"
"Male","329"
"61",""
"Female","80"
"Male","98"
"62",""
"Female","126"
"Male","114"
"63",""
"Female","77"
"Male","73"
"64",""
"Female","75"
"Male","95"
"65",""
"Female","232"
"Male","193"
"66",""
"Female","93"
"Male","80"
"67",""
"Female","97"
"Male","76"
"68",""
"Female","103"
"Male","130"
"69",""
"Female","50"
"Male","46"
"7",""
"Female","674"
"Male","790"
"70",""
"Female","215"
"Male","175"
"71",""
"Female","35"
"Male","41"
"72",""
"Female","82"
"Male","60"
"73",""
"Female","53"
"Male","58"
"74",""
"Female","48"
"Male","33"
"75",""
"Female","109"
"Male","91"
"76",""
"Female","48"
"Male","36"
"77",""
"Female","42"
"Male","28"
"78",""
"Female","80"
"Male","78"
"79",""
"Female","28"
"Male","25"
"8",""
"Female","672"
"Male","771"
"80",""
"Female","86"
"Male","61"
"81",""
"Female","20"
"Male","22"
"82",""
"Female","20"
"Male","12"
"83",""
"Female","14"
"Male","30"
"84",""
"Female","28"
"Male","29"
"85",""
"Female","142"
"Male","112"
"9",""
"Female","681"
"Male","731"
