"Population by Mother tongue","Number"
"Bahing",""
"Female","39"
"Male","40"
"","79"
"Bangla",""
"Female","27"
"Male","30"
"","57"
"Bantawa",""
"Female","733"
"Male","613"
"","1346"
"Bhojpuri",""
"Female","121"
"Male","111"
"","232"
"Bhujel",""
"Female","1889"
"Male","1635"
"","3524"
"Chamling",""
"Female","471"
"Male","414"
"","885"
"Danuwar",""
"Female","30"
"Male","26"
"","56"
"Dhimal",""
"Female","1624"
"Male","1381"
"","3005"
"Dumi",""
"Female","90"
"Male","79"
"","169"
"Gurung",""
"Female","717"
"Male","554"
"","1271"
"Hindi",""
"Female","68"
"Male","67"
"","135"
"Khaling",""
"Female","55"
"Male","40"
"","95"
"Koyee",""
"Female","29"
"Male","14"
"","43"
"Kulung",""
"Female","375"
"Male","293"
"","668"
"Limbu",""
"Female","1389"
"Male","1123"
"","2512"
"Lohorung",""
"Female","74"
"Male","59"
"","133"
"Magar",""
"Female","718"
"Male","585"
"","1303"
"Maithili",""
"Female","1159"
"Male","1234"
"","2393"
"Majhi",""
"Female","85"
"Male","65"
"","150"
"Mewahang",""
"Female","30"
"Male","22"
"","52"
"Nachhiring",""
"Female","53"
"Male","38"
"","91"
"Nepali",""
"Female","17114"
"Male","14102"
"","31216"
"Newar",""
"Female","603"
"Male","545"
"","1148"
"Not Reported",""
"Female","80"
"Male","63"
"","143"
"Others",""
"Female","113"
"Male","97"
"","210"
"Rai",""
"Female","1113"
"Male","895"
"","2008"
"Rajbanshi",""
"Female","1613"
"Male","1399"
"","3012"
"Rajsthani",""
"Female","15"
"Male","13"
"","28"
"Sam",""
"Female","18"
"Male","10"
"","28"
"Sampang",""
"Female","228"
"Male","165"
"","393"
"Santhali",""
"Female","60"
"Male","61"
"","121"
"Sherpa",""
"Female","55"
"Male","36"
"","91"
"Sign Language",""
"Female","8"
"Male","10"
"","18"
"Sunuwar",""
"Female","22"
"Male","24"
"","46"
"Tamang",""
"Female","1154"
"Male","1041"
"","2195"
"Tharu",""
"Female","3241"
"Male","2746"
"","5987"
"Thulung",""
"Female","133"
"Male","108"
"","241"
"Uranw/Urau",""
"Female","148"
"Male","124"
"","272"
"Urdu",""
"Female","68"
"Male","80"
"","148"
"Wambule",""
"Female","10"
"Male","8"
"","18"
"Yakkha",""
"Female","162"
"Male","127"
"","289"
"Yamphu/Yamphe",""
"Female","47"
"Male","34"
"","81"
