"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","978"
"Cow Dung","669"
"Electricity Fuel","13"
"KeroseneFuel","91"
"LP Gas","2254"
"Not Sated about Fuel","69"
"OthersFuel","26"
"Wood/FireWood","11238"
"Total","15338"
