"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","9"
"Electricity Fuel","0"
"KeroseneFuel","3"
"LP Gas","3"
"Not Sated about Fuel","32"
"OthersFuel","1"
"Wood/FireWood","4911"
"Total","4966"
