"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","535"
"Christianity","1"
"Hindu","26955"
"Islam","3"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","0"
"Total","27495"
