"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","679"
"Cow Dung","5"
"Electricity Fuel","9"
"KeroseneFuel","18"
"LP Gas","617"
"Not Sated about Fuel","12"
"OthersFuel","2"
"Wood/FireWood","8582"
"Total","9924"
