"Population by Caste Ethinicity","Number"
"Badi",""
"Female","27"
"Male","24"
"","51"
"Bhote",""
"Female","5"
"Male","6"
"","11"
"Brahman - Hill",""
"Female","2947"
"Male","2177"
"","5124"
"Brahmu/ Baramo",""
"Female","112"
"Male","89"
"","201"
"Chhetri",""
"Female","3590"
"Male","2631"
"","6221"
"Damai/Dholi",""
"Female","937"
"Male","791"
"","1728"
"Darai",""
"Female","9"
"Male","12"
"","21"
"Gaine",""
"Female","38"
"Male","33"
"","71"
"Ghale",""
"Female","16"
"Male","11"
"","27"
"Gharti/Bhujel",""
"Female","322"
"Male","272"
"","594"
"Gurung",""
"Female","1084"
"Male","832"
"","1916"
"Halwai",""
"Female","5"
"Male","6"
"","11"
"Kamar",""
"Female","21"
"Male","14"
"","35"
"Kami",""
"Female","1431"
"Male","1123"
"","2554"
"Kumal",""
"Female","2241"
"Male","1698"
"","3939"
"Magar",""
"Female","1820"
"Male","1418"
"","3238"
"Majhi",""
"Female","33"
"Male","22"
"","55"
"Musalman",""
"Female","174"
"Male","127"
"","301"
"Newar",""
"Female","1925"
"Male","1505"
"","3430"
"Others",""
"Female","45"
"Male","29"
"","74"
"Rai",""
"Female","9"
"Male","16"
"","25"
"Sanyasi/Dasnami",""
"Female","861"
"Male","612"
"","1473"
"Sarki",""
"Female","2188"
"Male","1724"
"","3912"
"Sunuwar",""
"Female","13"
"Male","4"
"","17"
"Tamang",""
"Female","1567"
"Male","1320"
"","2887"
"Thakuri",""
"Female","146"
"Male","95"
"","241"
"Tharu",""
"Female","4"
"Male","13"
"","17"
