"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","28"
"Cow Dung","5070"
"Electricity Fuel","3"
"KeroseneFuel","80"
"LP Gas","55"
"Not Sated about Fuel","19"
"OthersFuel","107"
"Wood/FireWood","1436"
"Total","6798"
