"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","3"
"Cow Dung","1266"
"Electricity","0"
"Kerosene","74"
"LP Gas","10"
"Not stated","63"
"Others","171"
"Wood/Firewood","2377"
"Total","3964"
