"Population by Single Year of Age","Number"
"0",""
"Female","784"
"Male","903"
"1",""
"Female","725"
"Male","868"
"10",""
"Female","1198"
"Male","1288"
"11",""
"Female","1082"
"Male","1122"
"12",""
"Female","1254"
"Male","1375"
"13",""
"Female","1241"
"Male","1275"
"14",""
"Female","1290"
"Male","1359"
"15",""
"Female","1345"
"Male","1410"
"16",""
"Female","1391"
"Male","1426"
"17",""
"Female","1265"
"Male","1372"
"18",""
"Female","1554"
"Male","1718"
"19",""
"Female","1215"
"Male","1216"
"2",""
"Female","789"
"Male","881"
"20",""
"Female","1649"
"Male","1684"
"21",""
"Female","1199"
"Male","1179"
"22",""
"Female","1566"
"Male","1499"
"23",""
"Female","1384"
"Male","1086"
"24",""
"Female","1430"
"Male","1260"
"25",""
"Female","1676"
"Male","1434"
"26",""
"Female","1345"
"Male","1096"
"27",""
"Female","1285"
"Male","1071"
"28",""
"Female","1500"
"Male","1414"
"29",""
"Female","789"
"Male","821"
"3",""
"Female","789"
"Male","867"
"30",""
"Female","1862"
"Male","1792"
"31",""
"Female","630"
"Male","721"
"32",""
"Female","1071"
"Male","1146"
"33",""
"Female","721"
"Male","675"
"34",""
"Female","706"
"Male","805"
"35",""
"Female","1604"
"Male","1541"
"36",""
"Female","784"
"Male","780"
"37",""
"Female","540"
"Male","565"
"38",""
"Female","853"
"Male","863"
"39",""
"Female","466"
"Male","488"
"4",""
"Female","810"
"Male","932"
"40",""
"Female","1194"
"Male","1423"
"41",""
"Female","350"
"Male","382"
"42",""
"Female","560"
"Male","643"
"43",""
"Female","389"
"Male","394"
"44",""
"Female","338"
"Male","346"
"45",""
"Female","792"
"Male","840"
"46",""
"Female","334"
"Male","364"
"47",""
"Female","248"
"Male","330"
"48",""
"Female","408"
"Male","454"
"49",""
"Female","219"
"Male","236"
"5",""
"Female","975"
"Male","1042"
"50",""
"Female","650"
"Male","723"
"51",""
"Female","185"
"Male","230"
"52",""
"Female","288"
"Male","333"
"53",""
"Female","196"
"Male","222"
"54",""
"Female","183"
"Male","186"
"55",""
"Female","340"
"Male","381"
"56",""
"Female","201"
"Male","197"
"57",""
"Female","133"
"Male","176"
"58",""
"Female","180"
"Male","219"
"59",""
"Female","131"
"Male","112"
"6",""
"Female","917"
"Male","989"
"60",""
"Female","441"
"Male","365"
"61",""
"Female","97"
"Male","117"
"62",""
"Female","155"
"Male","138"
"63",""
"Female","107"
"Male","92"
"64",""
"Female","114"
"Male","97"
"65",""
"Female","250"
"Male","217"
"66",""
"Female","99"
"Male","93"
"67",""
"Female","112"
"Male","104"
"68",""
"Female","121"
"Male","111"
"69",""
"Female","43"
"Male","66"
"7",""
"Female","1012"
"Male","1083"
"70",""
"Female","232"
"Male","166"
"71",""
"Female","58"
"Male","48"
"72",""
"Female","94"
"Male","83"
"73",""
"Female","56"
"Male","60"
"74",""
"Female","58"
"Male","50"
"75",""
"Female","141"
"Male","97"
"76",""
"Female","50"
"Male","41"
"77",""
"Female","53"
"Male","39"
"78",""
"Female","83"
"Male","77"
"79",""
"Female","34"
"Male","31"
"8",""
"Female","1045"
"Male","1139"
"80",""
"Female","69"
"Male","59"
"81",""
"Female","28"
"Male","19"
"82",""
"Female","38"
"Male","21"
"83",""
"Female","26"
"Male","16"
"84",""
"Female","37"
"Male","28"
"85",""
"Female","133"
"Male","103"
"9",""
"Female","997"
"Male","952"
