"Population by Single Year of Age","Number"
"0",""
"Female","489"
"Male","566"
"1",""
"Female","500"
"Male","521"
"10",""
"Female","775"
"Male","765"
"11",""
"Female","493"
"Male","481"
"12",""
"Female","717"
"Male","847"
"13",""
"Female","600"
"Male","583"
"14",""
"Female","652"
"Male","675"
"15",""
"Female","597"
"Male","614"
"16",""
"Female","657"
"Male","626"
"17",""
"Female","537"
"Male","502"
"18",""
"Female","675"
"Male","657"
"19",""
"Female","401"
"Male","352"
"2",""
"Female","526"
"Male","562"
"20",""
"Female","678"
"Male","396"
"21",""
"Female","385"
"Male","274"
"22",""
"Female","573"
"Male","433"
"23",""
"Female","458"
"Male","283"
"24",""
"Female","466"
"Male","352"
"25",""
"Female","827"
"Male","508"
"26",""
"Female","537"
"Male","327"
"27",""
"Female","424"
"Male","317"
"28",""
"Female","584"
"Male","400"
"29",""
"Female","257"
"Male","233"
"3",""
"Female","596"
"Male","550"
"30",""
"Female","854"
"Male","621"
"31",""
"Female","244"
"Male","222"
"32",""
"Female","472"
"Male","364"
"33",""
"Female","320"
"Male","230"
"34",""
"Female","277"
"Male","263"
"35",""
"Female","786"
"Male","666"
"36",""
"Female","349"
"Male","278"
"37",""
"Female","218"
"Male","212"
"38",""
"Female","386"
"Male","285"
"39",""
"Female","191"
"Male","165"
"4",""
"Female","559"
"Male","634"
"40",""
"Female","715"
"Male","622"
"41",""
"Female","195"
"Male","181"
"42",""
"Female","276"
"Male","283"
"43",""
"Female","226"
"Male","189"
"44",""
"Female","193"
"Male","161"
"45",""
"Female","577"
"Male","546"
"46",""
"Female","205"
"Male","185"
"47",""
"Female","175"
"Male","161"
"48",""
"Female","277"
"Male","233"
"49",""
"Female","158"
"Male","141"
"5",""
"Female","639"
"Male","644"
"50",""
"Female","488"
"Male","455"
"51",""
"Female","158"
"Male","160"
"52",""
"Female","263"
"Male","235"
"53",""
"Female","160"
"Male","124"
"54",""
"Female","164"
"Male","159"
"55",""
"Female","396"
"Male","389"
"56",""
"Female","184"
"Male","198"
"57",""
"Female","188"
"Male","157"
"58",""
"Female","208"
"Male","188"
"59",""
"Female","153"
"Male","132"
"6",""
"Female","665"
"Male","616"
"60",""
"Female","435"
"Male","414"
"61",""
"Female","122"
"Male","117"
"62",""
"Female","160"
"Male","129"
"63",""
"Female","121"
"Male","102"
"64",""
"Female","92"
"Male","102"
"65",""
"Female","276"
"Male","257"
"66",""
"Female","87"
"Male","87"
"67",""
"Female","90"
"Male","120"
"68",""
"Female","128"
"Male","150"
"69",""
"Female","60"
"Male","90"
"7",""
"Female","611"
"Male","602"
"70",""
"Female","212"
"Male","223"
"71",""
"Female","68"
"Male","71"
"72",""
"Female","70"
"Male","101"
"73",""
"Female","53"
"Male","70"
"74",""
"Female","36"
"Male","53"
"75",""
"Female","103"
"Male","95"
"76",""
"Female","35"
"Male","35"
"77",""
"Female","40"
"Male","51"
"78",""
"Female","64"
"Male","62"
"79",""
"Female","18"
"Male","22"
"8",""
"Female","671"
"Male","740"
"80",""
"Female","75"
"Male","64"
"81",""
"Female","17"
"Male","15"
"82",""
"Female","26"
"Male","21"
"83",""
"Female","21"
"Male","14"
"84",""
"Female","22"
"Male","24"
"85",""
"Female","122"
"Male","100"
"9",""
"Female","487"
"Male","519"
