"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","6411"
"Christianity","135"
"Hindu","11567"
"Islam","0"
"Jainism","0"
"Kirat","4"
"Prakriti","2"
"Sikhism","0"
"Undefined","28"
"Total","18148"
