"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","3"
"Electricity Fuel","1"
"KeroseneFuel","19"
"LP Gas","5"
"Not Sated about Fuel","25"
"OthersFuel","0"
"Wood/FireWood","3996"
"Total","4050"
