"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","50"
"Male","56"
"Brahman - Hill",""
"Female","3292"
"Male","3053"
"Chepang /Praja",""
"Female","257"
"Male","236"
"Chhetri",""
"Female","3548"
"Male","3364"
"Damai/Dholi",""
"Female","372"
"Male","367"
"Danuwar",""
"Female","2"
"Male","11"
"Ghale",""
"Female","8"
"Male","15"
"Gharti/Bhujel",""
"Female","351"
"Male","342"
"Gurung",""
"Female","61"
"Male","47"
"Kalwar",""
"Female","10"
"Male","8"
"Kamar",""
"Female","147"
"Male","144"
"Kami",""
"Female","653"
"Male","586"
"Limbu",""
"Female","21"
"Male","17"
"Magar",""
"Female","572"
"Male","555"
"Musalman",""
"Female","62"
"Male","75"
"Newar",""
"Female","503"
"Male","526"
"Others",""
"Female","39"
"Male","53"
"Rai",""
"Female","494"
"Male","443"
"Sanyasi/Dasnami",""
"Female","107"
"Male","108"
"Sarki",""
"Female","149"
"Male","150"
"Tamang",""
"Female","6029"
"Male","5780"
"Thakuri",""
"Female","125"
"Male","110"
"Tharu",""
"Female","9"
"Male","7"
