"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","172"
"Cow Dung","2"
"Electricity","2"
"Kerosene","34"
"LP Gas","571"
"Not stated","14"
"Others","6"
"Wood/Firewood","6126"
"Total","6927"
