"Population by Five Years Age Group","Number"
"0-4",""
"Female","1322"
"Male","1435"
"10-14",""
"Female","2249"
"Male","2277"
"15-19",""
"Female","2094"
"Male","1865"
"20-24",""
"Female","1570"
"Male","1276"
"25-29",""
"Female","1276"
"Male","1167"
"30-34",""
"Female","1077"
"Male","975"
"35-39",""
"Female","1007"
"Male","881"
"40-44",""
"Female","913"
"Male","848"
"45-49",""
"Female","705"
"Male","725"
"50-54",""
"Female","644"
"Male","712"
"55-59",""
"Female","522"
"Male","540"
"5-9",""
"Female","1935"
"Male","1904"
"60-64",""
"Female","462"
"Male","435"
"65-69",""
"Female","362"
"Male","400"
"70-74",""
"Female","284"
"Male","274"
"75+",""
"Female","439"
"Male","404"
