"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","16"
"Male","26"
"Chepang",""
"Female","48"
"Male","32"
"Gurung",""
"Female","14"
"Male","6"
"Hindi",""
"Female","7"
"Male","14"
"Limbu",""
"Female","8"
"Male","5"
"Magar",""
"Female","29"
"Male","23"
"Maithili",""
"Female","23"
"Male","36"
"Nepali",""
"Female","10928"
"Male","10397"
"Newar",""
"Female","67"
"Male","62"
"Not Reported",""
"Female","6"
"Male","9"
"Others",""
"Female","8"
"Male","9"
"Rai",""
"Female","19"
"Male","16"
"Tamang",""
"Female","5665"
"Male","5391"
"Urdu",""
"Female","23"
"Male","27"
