"Population by Five Years Age Group","Number"
"0-4",""
"Female","1902"
"Male","1925"
"10-14",""
"Female","2630"
"Male","2564"
"15-19",""
"Female","2051"
"Male","1858"
"20-24",""
"Female","1743"
"Male","1433"
"25-29",""
"Female","1427"
"Male","1127"
"30-34",""
"Female","1121"
"Male","960"
"35-39",""
"Female","899"
"Male","805"
"40-44",""
"Female","762"
"Male","686"
"45-49",""
"Female","632"
"Male","600"
"50-54",""
"Female","530"
"Male","572"
"55-59",""
"Female","454"
"Male","471"
"5-9",""
"Female","2422"
"Male","2419"
"60-64",""
"Female","424"
"Male","415"
"65-69",""
"Female","300"
"Male","340"
"70-74",""
"Female","135"
"Male","180"
"75+",""
"Female","161"
"Male","195"
