"Population by Mother tongue","Number"
"Bantawa",""
"Female","174"
"Male","125"
"Chamling",""
"Female","62"
"Male","69"
"Gurung",""
"Female","151"
"Male","164"
"Khaling",""
"Female","13"
"Male","9"
"Limbu",""
"Female","1591"
"Male","1404"
"Magar",""
"Female","38"
"Male","29"
"Nepali",""
"Female","3369"
"Male","3116"
"Newar",""
"Female","73"
"Male","56"
"Not Reported",""
"Female","38"
"Male","39"
"Others",""
"Female","18"
"Male","29"
"Rai",""
"Female","340"
"Male","325"
"Sampang",""
"Female","54"
"Male","39"
"Sherpa",""
"Female","6"
"Male","5"
"Sunuwar",""
"Female","9"
"Male","6"
"Tamang",""
"Female","266"
"Male","255"
"Yakkha",""
"Female","120"
"Male","107"
