"Population by Five Years Age Group","Number"
"0-4",""
"Female","630"
"Male","619"
"10-14",""
"Female","823"
"Male","802"
"15-19",""
"Female","798"
"Male","763"
"20-24",""
"Female","567"
"Male","405"
"25-29",""
"Female","451"
"Male","297"
"30-34",""
"Female","353"
"Male","263"
"35-39",""
"Female","312"
"Male","267"
"40-44",""
"Female","343"
"Male","285"
"45-49",""
"Female","289"
"Male","291"
"50-54",""
"Female","264"
"Male","276"
"55-59",""
"Female","182"
"Male","197"
"5-9",""
"Female","834"
"Male","774"
"60-64",""
"Female","171"
"Male","162"
"65-69",""
"Female","98"
"Male","130"
"70-74",""
"Female","93"
"Male","108"
"75+",""
"Female","114"
"Male","138"
