"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","1580"
"Electricity Fuel","1"
"KeroseneFuel","47"
"LP Gas","9"
"Not Sated about Fuel","33"
"OthersFuel","65"
"Wood/FireWood","1599"
"Total","3342"
