"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","31"
"Cow Dung","2908"
"Electricity","0"
"Kerosene","58"
"LP Gas","41"
"Not stated","26"
"Others","237"
"Wood/Firewood","4360"
"Total","7661"
