"Population by Mother tongue","Number"
"Bahing",""
"Female","33"
"Male","26"
"Gurung",""
"Female","101"
"Male","93"
"Limbu",""
"Female","3879"
"Male","3655"
"Magar",""
"Female","1"
"Male","10"
"Nepali",""
"Female","582"
"Male","587"
"Newar",""
"Female","27"
"Male","23"
"Not Reported",""
"Female","35"
"Male","35"
"Others",""
"Female","39"
"Male","56"
"Rai",""
"Female","184"
"Male","179"
"Sherpa",""
"Female","535"
"Male","505"
"Sunuwar",""
"Female","40"
"Male","32"
"Tamang",""
"Female","237"
"Male","222"
"Waling/Walung",""
"Female","444"
"Male","457"
