"Population by Five Years Age Group","Number"
"0-4",""
"Female","1408"
"Male","1541"
"10-14",""
"Female","1563"
"Male","1466"
"15-19",""
"Female","1174"
"Male","1166"
"20-24",""
"Female","922"
"Male","822"
"25-29",""
"Female","810"
"Male","655"
"30-34",""
"Female","621"
"Male","585"
"35-39",""
"Female","561"
"Male","500"
"40-44",""
"Female","490"
"Male","444"
"45-49",""
"Female","387"
"Male","391"
"50-54",""
"Female","308"
"Male","355"
"55-59",""
"Female","267"
"Male","296"
"5-9",""
"Female","1598"
"Male","1556"
"60-64",""
"Female","290"
"Male","271"
"65-69",""
"Female","189"
"Male","183"
"70-74",""
"Female","106"
"Male","107"
"75+",""
"Female","99"
"Male","102"
