"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","8"
"Cow Dung","2"
"Electricity","0"
"Kerosene","4"
"LP Gas","5"
"Not stated","15"
"Others","4"
"Wood/Firewood","3938"
"Total","3976"
