"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","9"
"Cow Dung","3458"
"Electricity Fuel","0"
"KeroseneFuel","66"
"LP Gas","76"
"Not Sated about Fuel","33"
"OthersFuel","160"
"Wood/FireWood","1455"
"Total","5257"
