"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","63"
"Cow Dung","11"
"Electricity Fuel","18"
"KeroseneFuel","171"
"LP Gas","3703"
"Not Sated about Fuel","33"
"OthersFuel","50"
"Wood/FireWood","5411"
"Total","9460"
