"Population by Mother tongue","Number"
"Athpariya",""
"Female","2942"
"Male","2414"
"","5356"
"Bangla",""
"Female","2"
"Male","9"
"","11"
"Bantawa",""
"Female","418"
"Male","356"
"","774"
"Bhojpuri",""
"Female","18"
"Male","34"
"","52"
"Bhujel",""
"Female","40"
"Male","25"
"","65"
"Chamling",""
"Female","68"
"Male","62"
"","130"
"Chhiling",""
"Female","32"
"Male","21"
"","53"
"Chhintang",""
"Female","15"
"Male","14"
"","29"
"Gurung",""
"Female","41"
"Male","34"
"","75"
"Hindi",""
"Female","24"
"Male","46"
"","70"
"Khaling",""
"Female","15"
"Male","17"
"","32"
"Kulung",""
"Female","26"
"Male","22"
"","48"
"Limbu",""
"Female","713"
"Male","585"
"","1298"
"Magar",""
"Female","1353"
"Male","1057"
"","2410"
"Maithili",""
"Female","181"
"Male","270"
"","451"
"Majhi",""
"Female","26"
"Male","20"
"","46"
"Nachhiring",""
"Female","6"
"Male","7"
"","13"
"Nepali",""
"Female","9536"
"Male","8697"
"","18233"
"Newar",""
"Female","1221"
"Male","1053"
"","2274"
"Not Reported",""
"Female","67"
"Male","75"
"","142"
"Others",""
"Female","48"
"Male","44"
"","92"
"Rai",""
"Female","893"
"Male","752"
"","1645"
"Rajsthani",""
"Female","9"
"Male","5"
"","14"
"Sampang",""
"Female","56"
"Male","50"
"","106"
"Sherpa",""
"Female","107"
"Male","85"
"","192"
"Tamang",""
"Female","1395"
"Male","1180"
"","2575"
"Tharu",""
"Female","23"
"Male","31"
"","54"
"Thulung",""
"Female","7"
"Male","13"
"","20"
"Urdu",""
"Female","36"
"Male","66"
"","102"
"Yakkha",""
"Female","122"
"Male","109"
"","231"
"Yamphu/Yamphe",""
"Female","12"
"Male","14"
"","26"
