"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","7"
"Cow Dung","4036"
"Electricity","0"
"Kerosene","62"
"LP Gas","123"
"Not stated","55"
"Others","155"
"Wood/Firewood","1927"
"Total","6365"
