"Population by Five Years Age Group","Number"
"0-4",""
"Female","756"
"Male","844"
"10-14",""
"Female","1319"
"Male","1248"
"15-19",""
"Female","1206"
"Male","848"
"20-24",""
"Female","962"
"Male","368"
"25-29",""
"Female","766"
"Male","321"
"30-34",""
"Female","627"
"Male","293"
"35-39",""
"Female","659"
"Male","315"
"40-44",""
"Female","600"
"Male","362"
"45-49",""
"Female","520"
"Male","375"
"50-54",""
"Female","524"
"Male","364"
"55-59",""
"Female","461"
"Male","315"
"5-9",""
"Female","1077"
"Male","1120"
"60-64",""
"Female","405"
"Male","327"
"65-69",""
"Female","309"
"Male","283"
"70-74",""
"Female","197"
"Male","235"
"75+",""
"Female","303"
"Male","301"
