"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","988"
"Cow Dung","1076"
"Electricity Fuel","191"
"KeroseneFuel","586"
"LP Gas","11587"
"Not Sated about Fuel","1761"
"OthersFuel","323"
"Wood/FireWood","281662"
"Total","298174"
