"Population by Caste Ethinicity","Number"
"Badi",""
"Female","2783"
"Male","2629"
"","5412"
"Bangali",""
"Female","25"
"Male","16"
"","41"
"Baraee",""
"Female","8"
"Male","12"
"","20"
"Bhote",""
"Female","531"
"Male","533"
"","1064"
"Bote",""
"Female","16"
"Male","13"
"","29"
"Brahman - Hill",""
"Female","66263"
"Male","63469"
"","129732"
"Brahman - Tarai",""
"Female","20"
"Male","28"
"","48"
"Byasi/Sauka",""
"Female","1248"
"Male","1213"
"","2461"
"Chamar/ Harijan/ Ram",""
"Female","36"
"Male","34"
"","70"
"Chhantyal/Chhantel",""
"Female","139"
"Male","115"
"","254"
"Chhetri",""
"Female","335271"
"Male","315863"
"","651134"
"Dalit Others",""
"Female","2061"
"Male","2106"
"","4167"
"Damai/Dholi",""
"Female","32166"
"Male","30031"
"","62197"
"Dhobi",""
"Female","45"
"Male","55"
"","100"
"Dolpo",""
"Female","2137"
"Male","1922"
"","4059"
"Gaine",""
"Female","506"
"Male","479"
"","985"
"Gharti/Bhujel",""
"Female","138"
"Male","127"
"","265"
"Gurung",""
"Female","5766"
"Male","5036"
"","10802"
"Hajam/Thakur",""
"Female","16"
"Male","28"
"","44"
"Halwai",""
"Female","50"
"Male","70"
"","120"
"Jirel",""
"Female","17"
"Male","15"
"","32"
"Kalwar",""
"Female","6"
"Male","18"
"","24"
"Kami",""
"Female","128065"
"Male","119705"
"","247770"
"Kathabaniyan",""
"Female","53"
"Male","81"
"","134"
"Kayastha",""
"Female","4"
"Male","7"
"","11"
"Kumal",""
"Female","825"
"Male","779"
"","1604"
"Kurmi",""
"Female","7"
"Male","10"
"","17"
"Limbu",""
"Female","19"
"Male","20"
"","39"
"Lohar",""
"Female","1068"
"Male","1109"
"","2177"
"Magar",""
"Female","88155"
"Male","81135"
"","169290"
"Majhi",""
"Female","177"
"Male","165"
"","342"
"Mallaha",""
"Female","5"
"Male","7"
"","12"
"Marwadi",""
"Female","8"
"Male","3"
"","11"
"Musahar",""
"Female","18"
"Male","11"
"","29"
"Musalman",""
"Female","1293"
"Male","1436"
"","2729"
"Newar",""
"Female","2463"
"Male","2212"
"","4675"
"Others",""
"Female","1182"
"Male","1304"
"","2486"
"Rai",""
"Female","157"
"Male","154"
"","311"
"Rajdhob",""
"Female","19"
"Male","20"
"","39"
"Raji",""
"Female","663"
"Male","605"
"","1268"
"Raute",""
"Female","35"
"Male","31"
"","66"
"Sanyasi/Dasnami",""
"Female","13697"
"Male","12645"
"","26342"
"Sarki",""
"Female","21180"
"Male","19949"
"","41129"
"Sherpa",""
"Female","17"
"Male","10"
"","27"
"Sonar",""
"Female","25"
"Male","21"
"","46"
"Tamang",""
"Female","6832"
"Male","6368"
"","13200"
"Teli",""
"Female","131"
"Male","145"
"","276"
"Terai Others",""
"Female","570"
"Male","498"
"","1068"
"Thakali",""
"Female","84"
"Male","67"
"","151"
"Thakuri",""
"Female","81782"
"Male","78367"
"","160149"
"Thami",""
"Female","31"
"Male","27"
"","58"
"Tharu",""
"Female","3453"
"Male","3194"
"","6647"
"Undefined Others",""
"Female","11"
"Male","12"
"","23"
"Yadav",""
"Female","24"
"Male","32"
"","56"
