"Population by Mother tongue","Number"
"Avadhi",""
"Female","24"
"Male","23"
"","47"
"Bantawa",""
"Female","13"
"Male","11"
"","24"
"Belhare",""
"Female","169"
"Male","163"
"","332"
"Bhojpuri",""
"Female","65"
"Male","125"
"","190"
"Bote",""
"Female","762"
"Male","632"
"","1394"
"Chhantyal",""
"Female","90"
"Male","60"
"","150"
"Dolpali",""
"Female","860"
"Male","754"
"","1614"
"Doteli",""
"Female","4"
"Male","8"
"","12"
"English",""
"Female","9"
"Male","6"
"","15"
"Gurung",""
"Female","2151"
"Male","1839"
"","3990"
"Hindi",""
"Female","341"
"Male","461"
"","802"
"Jumli",""
"Female","8"
"Male","9"
"","17"
"Kaike",""
"Female","9"
"Male","8"
"","17"
"Kham",""
"Female","1155"
"Male","1167"
"","2322"
"Khamchi (Raute)",""
"Female","35"
"Male","31"
"","66"
"Limbu",""
"Female","8"
"Male","9"
"","17"
"Magar",""
"Female","16843"
"Male","15491"
"","32334"
"Maithili",""
"Female","256"
"Male","516"
"","772"
"Nepali",""
"Female","766324"
"Male","720843"
"","1487167"
"Newar",""
"Female","398"
"Male","390"
"","788"
"Not Reported",""
"Female","212"
"Male","165"
"","377"
"Others",""
"Female","496"
"Male","947"
"","1443"
"Rai",""
"Female","17"
"Male","12"
"","29"
"Raji",""
"Female","504"
"Male","475"
"","979"
"Sherpa",""
"Female","1515"
"Male","1377"
"","2892"
"Sign Language",""
"Female","68"
"Male","98"
"","166"
"Tamang",""
"Female","5631"
"Male","5229"
"","10860"
"Thakali",""
"Female","14"
"Male","16"
"","30"
"Tharu",""
"Female","3069"
"Male","2777"
"","5846"
"Urdu",""
"Female","251"
"Male","299"
"","550"
