"Population by Religion","Number"
"Bahai","3"
"Bon","2"
"Buddism","3065"
"Christianity","757"
"Hindu","16901"
"Islam","11"
"Jainism","0"
"Kirat","7886"
"Prakriti","18"
"Sikhism","0"
"Undefined","66"
"Total","28709"
