"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","162"
"Cow Dung","9"
"Electricity Fuel","0"
"KeroseneFuel","31"
"LP Gas","491"
"Not Sated about Fuel","12"
"OthersFuel","7"
"Wood/FireWood","5705"
"Total","6417"
