"Population by Five Years Age Group","Number"
"0-4",""
"Female","733"
"Male","736"
"10-14",""
"Female","1271"
"Male","1251"
"15-19",""
"Female","1157"
"Male","1066"
"20-24",""
"Female","801"
"Male","642"
"25-29",""
"Female","746"
"Male","597"
"30-34",""
"Female","626"
"Male","514"
"35-39",""
"Female","602"
"Male","522"
"40-44",""
"Female","575"
"Male","523"
"45-49",""
"Female","413"
"Male","447"
"50-54",""
"Female","476"
"Male","458"
"55-59",""
"Female","345"
"Male","364"
"5-9",""
"Female","1033"
"Male","957"
"60-64",""
"Female","328"
"Male","350"
"65-69",""
"Female","255"
"Male","258"
"70-74",""
"Female","229"
"Male","205"
"75+",""
"Female","327"
"Male","277"
