"Population by Mother tongue","Number"
"Bangla",""
"Female","9"
"Male","5"
"Bhojpuri",""
"Female","9633"
"Male","9851"
"Chepang",""
"Female","6"
"Male","6"
"Doteli",""
"Female","26"
"Male","22"
"Magar",""
"Female","136"
"Male","131"
"Maithili",""
"Female","153"
"Male","174"
"Nepali",""
"Female","495"
"Male","441"
"Newar",""
"Female","13"
"Male","5"
"Not Reported",""
"Female","10"
"Male","15"
"Others",""
"Female","21"
"Male","14"
"Sunuwar",""
"Female","72"
"Male","80"
"Tamang",""
"Female","57"
"Male","65"
"Tharu",""
"Female","931"
"Male","995"
"Uranw/Urau",""
"Female","148"
"Male","159"
"Urdu",""
"Female","111"
"Male","117"
