"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","11"
"Cow Dung","333"
"Electricity","0"
"Kerosene","37"
"LP Gas","10"
"Not stated","30"
"Others","6"
"Wood/Firewood","3575"
"Total","4002"
