"Population by Mother tongue","Number"
"Bantawa",""
"Female","58"
"Male","68"
"","126"
"Chamling",""
"Female","34"
"Male","41"
"","75"
"Gurung",""
"Female","26"
"Male","26"
"","52"
"Limbu",""
"Female","4011"
"Male","3492"
"","7503"
"Magar",""
"Female","66"
"Male","53"
"","119"
"Maithili",""
"Female","14"
"Male","17"
"","31"
"Nepali",""
"Female","6474"
"Male","5575"
"","12049"
"Newar",""
"Female","60"
"Male","59"
"","119"
"Not Reported",""
"Female","75"
"Male","78"
"","153"
"Others",""
"Female","18"
"Male","17"
"","35"
"Rai",""
"Female","197"
"Male","154"
"","351"
"Sherpa",""
"Female","92"
"Male","91"
"","183"
"Sunuwar",""
"Female","6"
"Male","8"
"","14"
"Tamang",""
"Female","1136"
"Male","967"
"","2103"
