"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2527"
"Male","2228"
"","4755"
"Chhetri",""
"Female","1521"
"Male","1323"
"","2844"
"Damai/Dholi",""
"Female","303"
"Male","263"
"","566"
"Gharti/Bhujel",""
"Female","6"
"Male","10"
"","16"
"Gurung",""
"Female","26"
"Male","27"
"","53"
"Kami",""
"Female","659"
"Male","514"
"","1173"
"Limbu",""
"Female","4244"
"Male","3707"
"","7951"
"Magar",""
"Female","78"
"Male","71"
"","149"
"Majhi",""
"Female","189"
"Male","166"
"","355"
"Newar",""
"Female","323"
"Male","254"
"","577"
"Others",""
"Female","27"
"Male","21"
"","48"
"Rai",""
"Female","437"
"Male","399"
"","836"
"Sanyasi/Dasnami",""
"Female","339"
"Male","265"
"","604"
"Sarki",""
"Female","154"
"Male","157"
"","311"
"Sherpa",""
"Female","93"
"Male","92"
"","185"
"Sunuwar",""
"Female","12"
"Male","17"
"","29"
"Tamang",""
"Female","1311"
"Male","1115"
"","2426"
"Tharu",""
"Female","11"
"Male","9"
"","20"
"Undefined Others",""
"Female","7"
"Male","8"
"","15"
