"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","12"
"Cow Dung","20"
"Electricity Fuel","0"
"KeroseneFuel","32"
"LP Gas","74"
"Not Sated about Fuel","21"
"OthersFuel","2"
"Wood/FireWood","4631"
"Total","4792"
