"Population by Caste Ethinicity","Number"
"Badi",""
"Female","63"
"Male","62"
"","125"
"Brahman - Hill",""
"Female","1249"
"Male","1165"
"","2414"
"Chhetri",""
"Female","6033"
"Male","5727"
"","11760"
"Dalit Others",""
"Female","1735"
"Male","1445"
"","3180"
"Damai/Dholi",""
"Female","189"
"Male","218"
"","407"
"Kami",""
"Female","1553"
"Male","1449"
"","3002"
"Magar",""
"Female","52"
"Male","41"
"","93"
"Others",""
"Female","13"
"Male","13"
"","26"
"Sanyasi/Dasnami",""
"Female","21"
"Male","30"
"","51"
"Sarki",""
"Female","17"
"Male","16"
"","33"
"Thakuri",""
"Female","256"
"Male","215"
"","471"
