"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1113"
"Male","878"
"","1991"
"Chhantyal/Chhantel",""
"Female","114"
"Male","90"
"","204"
"Chhetri",""
"Female","1233"
"Male","1000"
"","2233"
"Damai/Dholi",""
"Female","370"
"Male","291"
"","661"
"Gurung",""
"Female","49"
"Male","34"
"","83"
"Kami",""
"Female","812"
"Male","584"
"","1396"
"Magar",""
"Female","2777"
"Male","2349"
"","5126"
"Newar",""
"Female","7"
"Male","6"
"","13"
"Others",""
"Female","29"
"Male","18"
"","47"
"Sarki",""
"Female","83"
"Male","63"
"","146"
"Tamang",""
"Female","34"
"Male","32"
"","66"
"Thakali",""
"Female","23"
"Male","20"
"","43"
