"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","2"
"Electricity Fuel","0"
"KeroseneFuel","2"
"LP Gas","14"
"Not Sated about Fuel","6"
"OthersFuel","0"
"Wood/FireWood","2470"
"Total","2495"
